item_id,order_id,product_id,quantity,unit_price,line_total
ITEM000591,ORD00139,PRD034,4,,500
ITEM002735,ORD00629,PRD033,2,202,404
ITEM001481,ORD00349,PRD004,5,444,2220
ITEM000779,ORD00177,PRD041,3,43,129
ITEM003788,ORD00855,PRD012,3,21,63
ITEM003549,ORD00803,PRD029,2,218,436
ITEM003559,ORD00806,PRD041,4,43,172
ITEM000366,ORD00082,PRD020,3,44,132
ITEM001205,ORD00285,PRD016,1,77,77
ITEM002556,ORD00586,PRD035,4,67,268
ITEM003456,ORD00784,PRD015,4,35,140
ITEM000656,ORD00152,PRD008,5,67,335
ITEM002457,ORD00562,PRD026,5,184,920
ITEM002903,ORD00669,PRD007,4,51,204
ITEM002223,ORD00512,PRD041,2,43,86
ITEM003327,ORD00756,PRD003,2,157,314
ITEM002002,ORD00468,PRD030,2,25,50
ITEM001544,ORD00364,PRD029,4,218,872
ITEM002183,ORD00506,PRD020,2,44,88
ITEM000158,ORD00036,PRD040,2,284,568
ITEM004402,ORD00989,PRD044,4,43,172
ITEM002283,ORD00527,PRD022,4,29,116
ITEM003730,ORD00839,PRD044,5,43,215
ITEM002301,ORD00531,PRD019,5,65,325
ITEM003219,ORD00733,PRD013,3,,372
ITEM001269,ORD00301,PRD033,1,202,202
ITEM004311,ORD00969,PRD001,0,-431,
ITEM002511,ORD00574,PRD021,3,43,129
ITEM000819,ORD00186,PRD006,5,20,100
ITEM001095,ORD00257,PRD006,5,20,100
ITEM000817,ORD00186,PRD009,3,152,456
ITEM000843,ORD00193,PRD037,4,94,376
ITEM002417,ORD00553,PRD009,3,,456
ITEM001160,ORD00272,PRD040,2,284,568
ITEM000476,ORD00110,PRD006,3,,60
ITEM000294,ORD00069,PRD013,1,124,124
ITEM002604,ORD00597,PRD017,2,20,40
ITEM003166,ORD00722,PRD026,1,184,184
ITEM004161,ORD00939,PRD034,2,125,250
ITEM001425,ORD00338,PRD025,5,110,550
ITEM002554,ORD00586,PRD034,3,125,375
ITEM000822,ORD00187,PRD043,5,62,310
ITEM000683,ORD00158,PRD007,1,51,51
ITEM001057,ORD00244,PRD031,4,143,572
ITEM000716,ORD00165,PRD043,1,62,62
ITEM001291,ORD00308,PRD041,0,43,129
ITEM000034,ORD00007,PRD038,1,52,52
ITEM002926,ORD00674,PRD022,5,29,145
ITEM000349,ORD00079,PRD004,2,,888
ITEM002775,ORD00636,PRD022,5,29,145
ITEM000733,ORD00169,PRD020,5,,220
ITEM002618,ORD00602,PRD037,2,94,188
ITEM001231,ORD00291,PRD026,3,184,552
ITEM001090,ORD00254,PRD041,4,43,172
ITEM003088,ORD00706,PRD011,4,0,0
ITEM003339,ORD00758,PRD013,3,124,372
ITEM003168,ORD00723,PRD034,2,125,250
ITEM003399,ORD00770,PRD014,2,121,242
ITEM001213,ORD00286,PRD033,3,-202,0
ITEM000115,ORD00028,PRD032,2,100,200
ITEM001621,ORD00381,PRD013,3,124,372
ITEM004102,ORD00924,PRD002,1,128,128
ITEM002692,ORD00619,PRD036,-1,54,54
ITEM000566,ORD00134,PRD010,2,125,250
ITEM002560,ORD00587,PRD028,3,202,606
ITEM003701,ORD00833,PRD040,1,284,284
ITEM001793,ORD00417,PRD012,5,21,105
ITEM003653,ORD00824,PRD019,2,65,130
ITEM002552,ORD00586,PRD002,2,-128,0
ITEM001987,ORD00463,PRD013,2,124,248
ITEM004348,ORD00980,PRD023,2,199,398
ITEM003406,ORD00773,PRD004,5,444,2220
ITEM003957,ORD00893,PRD042,1,68,68
ITEM004380,ORD00985,PRD042,1,68,68
ITEM001811,ORD00421,PRD007,3,51,153
ITEM001187,ORD00278,PRD022,5,29,145
ITEM001155,ORD00271,PRD039,5,120,600
ITEM002351,ORD00542,PRD037,2,94,188
ITEM001717,ORD00399,PRD004,1,444,444
ITEM003645,ORD00823,PRD005,5,48,240
ITEM000150,ORD00035,PRD004,1,444,444
ITEM001415,ORD00335,PRD013,2,124,248
ITEM003203,ORD00730,PRD026,100,184,
ITEM000222,ORD00055,PRD041,3,-43,0
ITEM003733,ORD00839,PRD001,2,431,862
ITEM001093,ORD00256,PRD003,2,157,314
ITEM003995,ORD00898,PRD013,100,124,248
ITEM001499,ORD00353,PRD011,2,96,192
ITEM001787,ORD00415,PRD042,2,68,136
ITEM003155,ORD00720,PRD007,0,51,153
ITEM001099,ORD00258,PRD002,2,128,256
ITEM003980,ORD00896,PRD021,5,43,215
ITEM004370,ORD00983,PRD020,2,44,88
ITEM001597,ORD00375,PRD025,1,110,110
ITEM001741,ORD00405,PRD042,1,68,68
ITEM002994,ORD00686,PRD025,2,110,220
ITEM000148,ORD00034,PRD002,4,128,512
ITEM000272,ORD00066,PRD015,3,35,
ITEM002536,ORD00581,PRD022,0,29,87
ITEM002581,ORD00593,PRD009,3,152,456
ITEM000228,ORD00055,PRD043,-1,62,310
ITEM001060,ORD00245,PRD007,5,-51,0
ITEM002493,ORD00569,PRD014,5,121,605
ITEM004255,ORD00960,PRD017,3,20,60
ITEM001260,ORD00299,PRD008,4,67,268
ITEM001797,ORD00418,PRD028,4,202,808
ITEM002243,ORD00517,PRD029,4,218,872
ITEM001501,ORD00353,PRD014,3,121,
ITEM002021,ORD00473,PRD039,1,120,120
ITEM001836,ORD00425,PRD034,1,125,125
ITEM002383,ORD00546,PRD013,5,124,620
ITEM003003,ORD00688,PRD032,100,100,300
ITEM000543,ORD00129,PRD002,2,128,256
ITEM000690,ORD00159,PRD002,4,0,0
ITEM002239,ORD00517,PRD009,3,152,456
ITEM004432,ORD00996,PRD003,4,157,628
ITEM000227,ORD00055,PRD044,1,43,43
ITEM003979,ORD00896,PRD020,5,44,220
ITEM002096,ORD00490,PRD030,1,25,25
ITEM002626,ORD00604,PRD018,4,43,172
ITEM001786,ORD00415,PRD043,2,0,0
ITEM003513,ORD00796,PRD044,1,,43
ITEM003576,ORD00810,PRD024,3,0,0
ITEM000707,ORD00164,PRD008,4,67,268
ITEM003972,ORD00895,PRD004,2,444,888
ITEM003381,ORD00767,PRD044,1,43,43
ITEM002534,ORD00580,PRD006,3,20,60
ITEM000189,ORD00045,PRD025,4,110,440
ITEM000187,ORD00045,PRD008,2,67,134
ITEM001497,ORD00351,PRD037,2,94,188
ITEM001810,ORD00421,PRD020,5,0,0
ITEM001650,ORD00387,PRD018,5,43,215
ITEM004165,ORD00940,PRD037,2,94,188
ITEM000572,ORD00136,PRD028,1,202,202
ITEM002542,ORD00581,PRD026,2,184,368
ITEM001817,ORD00422,PRD043,1,62,62
ITEM001388,ORD00329,PRD014,5,,605
ITEM001390,ORD00330,PRD036,1,54,54
ITEM000510,ORD00119,PRD008,5,67,335
ITEM003258,ORD00740,PRD019,-1,65,130
ITEM004154,ORD00938,PRD019,5,65,325
ITEM002285,ORD00528,PRD020,5,44,220
ITEM001515,ORD00358,PRD042,3,,204
ITEM001860,ORD00432,PRD012,2,0,0
ITEM004200,ORD00948,PRD032,3,100,300
ITEM001012,ORD00235,PRD028,3,202,606
ITEM003606,ORD00817,PRD035,5,67,335
ITEM004144,ORD00935,PRD044,2,43,86
ITEM001538,ORD00363,PRD020,5,44,220
ITEM000287,ORD00069,PRD011,1,96,96
ITEM003182,ORD00726,PRD005,3,48,144
ITEM001464,ORD00344,PRD027,5,275,
ITEM001889,ORD00441,PRD036,4,54,216
ITEM000607,ORD00142,PRD027,5,275,1375
ITEM001191,ORD00279,PRD034,5,125,625
ITEM000718,ORD00165,PRD036,4,54,216
ITEM003004,ORD00689,PRD015,5,35,175
ITEM000300,ORD00070,PRD001,4,431,1724
ITEM001024,ORD00239,PRD022,4,29,116
ITEM000354,ORD00080,PRD027,5,275,1375
ITEM001795,ORD00418,PRD040,3,284,852
ITEM001512,ORD00356,PRD030,4,25,100
ITEM001792,ORD00417,PRD024,4,47,188
ITEM001548,ORD00365,PRD010,100,125,250
ITEM002276,ORD00526,PRD020,5,44,220
ITEM002259,ORD00521,PRD012,2,21,42
ITEM001888,ORD00441,PRD043,2,62,124
ITEM000139,ORD00032,PRD043,4,0,0
ITEM002661,ORD00612,PRD002,5,128,640
ITEM003060,ORD00701,PRD035,3,67,201
ITEM001825,ORD00423,PRD037,5,94,
ITEM002522,ORD00578,PRD033,2,202,404
ITEM004236,ORD00955,PRD011,2,96,192
ITEM001848,ORD00429,PRD024,3,47,141
ITEM002396,ORD00549,PRD021,3,43,129
ITEM004307,ORD00969,PRD016,-1,77,154
ITEM001221,ORD00290,PRD023,4,199,796
ITEM001379,ORD00327,PRD024,3,47,141
ITEM003889,ORD00877,PRD036,3,54,162
ITEM001052,ORD00244,PRD017,3,20,60
ITEM000902,ORD00208,PRD009,2,152,304
ITEM001857,ORD00432,PRD033,4,202,808
ITEM002649,ORD00609,PRD043,5,62,310
ITEM001053,ORD00244,PRD043,2,62,124
ITEM003072,ORD00703,PRD011,4,96,384
ITEM002813,ORD00645,PRD005,4,48,192
ITEM000304,ORD00071,PRD044,1,,43
ITEM002629,ORD00604,PRD008,2,67,134
ITEM001749,ORD00407,PRD020,3,44,132
ITEM000320,ORD00074,PRD001,100,431,431
ITEM000600,ORD00141,PRD007,2,51,102
ITEM003697,ORD00833,PRD001,3,431,1293
ITEM003248,ORD00738,PRD016,3,0,0
ITEM000667,ORD00154,PRD015,1,35,35
ITEM002887,ORD00666,PRD019,4,65,
ITEM000879,ORD00201,PRD022,2,,58
ITEM002890,ORD00666,PRD038,3,,156
ITEM004332,ORD00976,PRD027,2,275,550
ITEM004103,ORD00924,PRD017,4,20,80
ITEM003293,ORD00748,PRD014,2,121,242
ITEM003121,ORD00714,PRD014,2,121,242
ITEM003183,ORD00726,PRD003,5,157,785
ITEM000631,ORD00147,PRD007,2,51,102
ITEM003138,ORD00716,PRD039,5,120,600
ITEM003691,ORD00832,PRD025,5,110,550
ITEM001663,ORD00390,PRD022,3,29,87
ITEM002577,ORD00591,PRD033,1,202,202
ITEM004404,ORD00990,PRD025,3,11000,33000
ITEM000344,ORD00078,PRD009,2,152,304
ITEM002441,ORD00558,PRD023,1,199,199
ITEM001926,ORD00451,PRD037,1,94,94
ITEM002891,ORD00666,PRD013,4,124,496
ITEM000977,ORD00228,PRD044,5,43,
ITEM000444,ORD00103,PRD011,3,96,288
ITEM000071,ORD00016,PRD044,1,43,43
ITEM001633,ORD00384,PRD039,4,120,480
ITEM002418,ORD00553,PRD022,4,,116
ITEM003176,ORD00725,PRD038,3,52,156
ITEM001479,ORD00349,PRD014,5,121,605
ITEM000163,ORD00038,PRD021,5,43,215
ITEM001255,ORD00298,PRD040,2,284,568
ITEM000258,ORD00062,PRD032,3,100,300
ITEM004441,ORD01000,PRD005,1,48,48
ITEM001521,ORD00360,PRD018,2,43,86
ITEM000140,ORD00033,PRD044,4,43,172
ITEM001869,ORD00435,PRD038,1,,52
ITEM002014,ORD00472,PRD025,1,,110
ITEM003480,ORD00790,PRD006,2,20,40
ITEM001747,ORD00406,PRD005,1,48,48
ITEM001536,ORD00363,PRD024,5,47,235
ITEM001527,ORD00361,PRD003,5,157,785
ITEM001340,ORD00320,PRD003,5,157,785
ITEM000562,ORD00134,PRD032,1,100,100
ITEM000930,ORD00215,PRD020,3,44,132
ITEM003588,ORD00812,PRD003,4,157,628
ITEM002255,ORD00520,PRD007,4,51,204
ITEM000850,ORD00195,PRD028,2,202,404
ITEM000365,ORD00082,PRD017,100,20,100
ITEM001184,ORD00278,PRD036,4,54,216
ITEM003912,ORD00881,PRD028,1,,202
ITEM000766,ORD00174,PRD005,2,48,96
ITEM004440,ORD01000,PRD010,3,125,375
ITEM002557,ORD00587,PRD032,4,-100,0
ITEM003264,ORD00742,PRD040,2,284,568
ITEM002262,ORD00522,PRD017,5,20,100
ITEM001241,ORD00293,PRD001,4,431,1724
ITEM001270,ORD00301,PRD028,2,202,404
ITEM002759,ORD00633,PRD003,1,157,157
ITEM004020,ORD00904,PRD010,5,,625
ITEM000751,ORD00172,PRD043,5,62,310
ITEM001941,ORD00453,PRD017,2,20,40
ITEM001020,ORD00237,PRD022,3,29,87
ITEM002344,ORD00541,PRD029,3,218,654
ITEM000443,ORD00103,PRD029,4,218,872
ITEM002770,ORD00635,PRD037,4,94,376
ITEM000273,ORD00066,PRD040,5,284,1420
ITEM002385,ORD00546,PRD032,4,100,400
ITEM004042,ORD00909,PRD016,5,77,385
ITEM002515,ORD00576,PRD020,2,44,88
ITEM003727,ORD00838,PRD039,1,120,120
ITEM001711,ORD00399,PRD005,4,48,192
ITEM003186,ORD00726,PRD039,3,120,360
ITEM002785,ORD00640,PRD030,4,25,
ITEM004182,ORD00945,PRD019,100,65,195
ITEM000423,ORD00098,PRD041,5,43,215
ITEM000862,ORD00197,PRD006,3,20,60
ITEM003054,ORD00699,PRD018,1,,43
ITEM001161,ORD00272,PRD006,4,20,80
ITEM000449,ORD00104,PRD009,5,152,760
ITEM004310,ORD00969,PRD007,3,51,153
ITEM001742,ORD00405,PRD011,3,96,
ITEM003268,ORD00743,PRD022,5,29,145
ITEM003587,ORD00812,PRD009,100,152,608
ITEM000916,ORD00212,PRD035,2,,134
ITEM002802,ORD00642,PRD043,4,62,248
ITEM003217,ORD00732,PRD008,4,67,268
ITEM001373,ORD00326,PRD031,2,143,286
ITEM001200,ORD00284,PRD020,2,44,88
ITEM001813,ORD00421,PRD031,5,143,715
ITEM001666,ORD00390,PRD033,4,202,
ITEM002376,ORD00545,PRD044,5,,215
ITEM004434,ORD00997,PRD017,3,20,60
ITEM000485,ORD00112,PRD004,5,444,2220
ITEM002941,ORD00677,PRD027,2,275,550
ITEM002334,ORD00538,PRD034,4,125,500
ITEM001264,ORD00300,PRD043,1,62,62
ITEM003791,ORD00855,PRD024,5,47,235
ITEM003738,ORD00842,PRD024,5,47,235
ITEM004389,ORD00986,PRD015,5,35,175
ITEM001428,ORD00338,PRD002,1,128,128
ITEM003605,ORD00817,PRD038,5,52,260
ITEM002774,ORD00636,PRD017,1,20,20
ITEM003052,ORD00699,PRD017,2,20,40
ITEM001854,ORD00431,PRD027,3,275,825
ITEM003357,ORD00763,PRD026,4,184,736
ITEM000089,ORD00024,PRD019,3,65,195
ITEM002386,ORD00547,PRD018,1,43,43
ITEM001759,ORD00410,PRD009,-1,152,152
ITEM000211,ORD00051,PRD023,2,199,398
ITEM002489,ORD00569,PRD021,4,43,172
ITEM001492,ORD00351,PRD021,4,0,0
ITEM003749,ORD00844,PRD025,1,110,110
ITEM001877,ORD00438,PRD022,1,29,29
ITEM003086,ORD00706,PRD002,1,128,128
ITEM000113,ORD00028,PRD029,5,218,1090
ITEM000795,ORD00180,PRD015,2,35,70
ITEM003465,ORD00787,PRD011,1,0,0
ITEM003537,ORD00800,PRD044,1,,43
ITEM001755,ORD00410,PRD016,2,,154
ITEM002132,ORD00495,PRD008,2,67,134
ITEM002420,ORD00553,PRD029,5,218,1090
ITEM004025,ORD00904,PRD007,3,51,153
ITEM002838,ORD00651,PRD029,3,218,654
ITEM000145,ORD00033,PRD021,100,43,86
ITEM001081,ORD00251,PRD012,5,21,105
ITEM002591,ORD00595,PRD019,3,65,195
ITEM000783,ORD00178,PRD033,3,202,606
ITEM003426,ORD00778,PRD013,5,124,620
ITEM001568,ORD00370,PRD006,1,20,20
ITEM002584,ORD00593,PRD040,3,284,852
ITEM001276,ORD00303,PRD009,5,152,760
ITEM000131,ORD00031,PRD044,1,43,43
ITEM000218,ORD00053,PRD036,4,54,216
ITEM004392,ORD00987,PRD044,3,43,129
ITEM002875,ORD00663,PRD021,3,43,129
ITEM004245,ORD00958,PRD023,3,199,597
ITEM003220,ORD00733,PRD001,3,431,1293
ITEM002645,ORD00609,PRD005,1,48,48
ITEM002099,ORD00490,PRD040,1,284,284
ITEM001773,ORD00412,PRD017,5,20,100
ITEM003854,ORD00869,PRD002,1,128,128
ITEM002050,ORD00479,PRD015,2,35,70
ITEM000992,ORD00232,PRD040,1,284,284
ITEM003737,ORD00842,PRD008,5,67,335
ITEM004400,ORD00988,PRD022,-1,29,145
ITEM003245,ORD00737,PRD034,3,0,0
ITEM000754,ORD00173,PRD021,1,43,43
ITEM003151,ORD00719,PRD011,1,96,
ITEM002918,ORD00673,PRD041,2,43,86
ITEM000180,ORD00044,PRD026,1,184,184
ITEM001581,ORD00373,PRD017,4,-20,0
ITEM000086,ORD00021,PRD002,3,-128,
ITEM003840,ORD00866,PRD037,2,9400,18800
ITEM002506,ORD00572,PRD030,2,25,50
ITEM003770,ORD00852,PRD005,-1,48,48
ITEM004415,ORD00993,PRD013,5,124,620
ITEM003818,ORD00862,PRD023,4,199,796
ITEM004374,ORD00984,PRD004,5,444,2220
ITEM001120,ORD00263,PRD020,0,44,176
ITEM002244,ORD00517,PRD030,1,,25
ITEM003315,ORD00751,PRD018,4,43,172
ITEM003630,ORD00821,PRD003,1,157,157
ITEM001484,ORD00350,PRD022,0,29,116
ITEM000810,ORD00184,PRD015,5,,175
ITEM000938,ORD00218,PRD025,3,110,330
ITEM002475,ORD00565,PRD005,1,48,48
ITEM002620,ORD00602,PRD022,4,29,116
ITEM003765,ORD00849,PRD035,4,67,268
ITEM000701,ORD00163,PRD038,1,5200,5200
ITEM002342,ORD00540,PRD026,1,184,184
ITEM003647,ORD00824,PRD027,4,275,1100
ITEM002411,ORD00552,PRD007,3,51,153
ITEM002656,ORD00611,PRD040,5,284,1420
ITEM001296,ORD00308,PRD015,4,0,0
ITEM003863,ORD00870,PRD020,1,44,44
ITEM001226,ORD00290,PRD030,5,0,0
ITEM002425,ORD00554,PRD006,3,20,60
ITEM004026,ORD00904,PRD001,5,431,2155
ITEM002200,ORD00509,PRD003,2,157,314
ITEM003466,ORD00787,PRD016,1,77,77
ITEM003098,ORD00709,PRD006,4,20,80
ITEM001030,ORD00240,PRD013,2,124,248
ITEM002385,ORD00546,PRD032,4,100,400
ITEM003932,ORD00886,PRD038,1,52,52
ITEM002340,ORD00540,PRD024,4,47,188
ITEM002380,ORD00546,PRD026,4,-184,0
ITEM000137,ORD00032,PRD004,3,444,1332
ITEM000324,ORD00075,PRD024,2,47,94
ITEM003679,ORD00830,PRD039,2,120,240
ITEM003522,ORD00797,PRD006,1,20,20
ITEM000817,ORD00186,PRD009,3,152,456
ITEM003917,ORD00882,PRD042,2,68,136
ITEM002576,ORD00591,PRD010,1,125,125
ITEM003822,ORD00862,PRD034,1,-125,0
ITEM000041,ORD00007,PRD039,5,12000,60000
ITEM003079,ORD00705,PRD008,2,6700,13400
ITEM000770,ORD00176,PRD033,5,202,1010
ITEM000959,ORD00222,PRD030,1,25,25
ITEM001660,ORD00390,PRD012,2,21,42
ITEM000585,ORD00138,PRD011,2,96,192
ITEM003597,ORD00815,PRD029,5,218,1090
